Подразделение,Электроустановка,"СШ, №яч.",Дисп. наименование КТП(Н),"S, кВА","I ном., А",№ авт. (тип),"I ном.авт., А","Тип блока защит АВ-0,4кВ","Прогрузка АВ-0,4кВ",Уставка МТЗ,Уставка МТО,Диап. рег. уст. МТЗ,Диап. рег. уст. МТО,Потребитель,"ЭЦН, ШГН","Р факт., кВт",Состояние,"I факт., А","Загр. КТПН, %","U факт. КТПН, В",ПБВ Кол-во,ПБВ Полож.,Дата замера,"U на СУ, В",Селективность действия защит,"Qжидк., куб.м./с","Qн., тонн","Время АПВ, мин.",Рем. № КТПН
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",1000,1445.1,2(ВА55-41),1000.0,МРТ 2,76.10.10,0.0,0.0,,,резерв,,0.0,,0.0,29.0,393.0,5,3,2022-09-16,0.0,,0.0,0.0,0.0,186/10
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",1000,1445.1,3(TS630N),630.0,,88.10.10,0.0,0.0,,,459,ЭЦН,70.0,Запущен,130.0,29.0,393.0,5,3,2022-09-16,0.0,,0.0,0.0,0.0,186/10
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",1000,1445.1,4(TS400N),400.0,,90.10.10,0.0,0.0,,,469,ЭЦН,90.0,Запущен,110.0,29.0,393.0,5,3,2022-09-16,0.0,,115.0,24.3,30.0,186/10
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",1000,1445.1,5(TS400N),400.0,,91.10.10,0.0,0.0,,,458,ЭЦН,50.0,Запущен,97.0,29.0,393.0,5,3,2022-09-16,0.0,,102.0,20.7,30.0,186/10
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",1000,1445.1,6(TS250N),250.0,,93.10.10,0.0,0.0,,,515,ЭЦН,45.0,Запущен,0.0,29.0,393.0,5,3,2022-09-16,0.0,,75.0,32.4,30.0,186/10
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",1000,1445.1,7(TS250N),250.0,,92.10.10,0.0,0.0,,,449,ЭЦН,63.0,Запущен,94.0,29.0,393.0,5,3,2022-09-16,0.0,,70.0,10.5,30.0,186/10
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",1000,1445.1,8(TS160N),160.0,,94.10.10,0.0,0.0,,,АВ БНДР,,1.0,,0.0,29.0,393.0,5,3,2022-09-16,0.0,,0.0,0.0,0.0,186/10
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",1000,1445.1,9(TD100N),63.0,,95.10.10,0.0,0.0,,,"БМА,УДХ, ПМ",,1.0,,0.0,29.0,393.0,5,3,2022-09-16,0.0,,0.0,0.0,0.0,186/10
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",1000,1445.1,11(TD100N),63.0,,,0.0,0.0,,,ШР,,0.0,,0.0,29.0,393.0,5,3,2022-09-16,0.0,,0.0,0.0,0.0,186/10
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",1000,1445.1,0(AN-16D3-16H),1600.0,Встроен,,0.0,0.0,,,Вводной автомат,,0.0,,450.0,0.0,406.0,5,5,2022-01-10,0.0,,0.0,0.0,0.0,2470
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",1000,1445.1,1(TS 630FTU),630.0,,,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,0.0,406.0,5,5,2022-01-10,0.0,,0.0,0.0,0.0,2470
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",1000,1445.1,2(TS 630N),630.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,406.0,5,5,2022-01-10,0.0,,883.0,0.0,0.0,2470
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",1000,1445.1,3(TS 400N),400.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,406.0,5,5,2022-01-10,0.0,,0.0,0.0,0.0,2470
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",1000,1445.1,4(TS 250N),250.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,406.0,5,5,2022-01-10,0.0,,91.0,53.8,30.0,2470
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",1000,1445.1,5(TS 250N),250.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,406.0,5,5,2022-01-10,0.0,,65.0,45.9,30.0,2470
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",1000,1445.1,6(TS 160N),160.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,406.0,5,5,2022-01-10,0.0,,0.0,0.0,0.0,2470
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",1000,1445.1,7(TD 100N),63.0,,,0.0,0.0,,,"БМА, УДХ",,0.0,,0.0,0.0,406.0,5,5,2022-01-10,0.0,,45.0,23.8,30.0,2470
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",1000,1445.1,8(TD 100N),63.0,,,0.0,0.0,,,ШР,,0.0,,0.0,0.0,406.0,5,5,2022-01-10,0.0,,0.0,0.0,0.0,2470
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",1000,1445.1,"9(с.ш.-0,4кВ)",0.0,,,0.0,0.0,,,625,ЭЦН,300.0,Запущен,450.0,0.0,406.0,5,5,2022-01-10,0.0,,0.0,0.0,0.0,2470
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1000,1445.1,0(ВА 5543),1600.0,МРТ 2,80.12.13,0.0,0.0,,,Вводной автомат,,0.0,,368.0,22.0,397.0,5,4,2022-05-15,0.0,,0.0,0.0,0.0,17280
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1000,1445.1,1(ВА51-39),400.0,,88.12.13,0.0,0.0,,,1500,ЭЦН,56.0,Запущен,0.0,22.0,397.0,5,4,2022-05-15,0.0,,75.0,48.3,30.0,17280
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1000,1445.1,2(ВА 5139),400.0,,90.12.13,0.0,0.0,,,1506,ЭЦН,63.0,Запущен,93.0,22.0,397.0,5,4,2022-05-15,0.0,,21.0,9.1,30.0,17280
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1000,1445.1,3(ВА57-39),400.0,,78.12.13,0.0,0.0,,,1508,ЭЦН,80.0,Запущен,176.0,22.0,397.0,5,4,2022-05-15,0.0,,143.0,24.0,30.0,17280
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1000,1445.1,4(ВА57-39),630.0,,,0.0,0.0,,,резерв,,0.0,,0.0,22.0,397.0,5,4,2022-05-15,0.0,,193.0,8.5,30.0,17280
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1000,1445.1,5(ВА55-41),1000.0,МРТ 2,143.3.08,0.0,0.0,,,резерв,,0.0,,0.0,22.0,397.0,5,4,2022-05-15,0.0,,0.0,0.0,0.0,17280
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1000,1445.1,6(ВА 5739),320.0,,84.12.13,0.0,0.0,,,627,ЭЦН,56.0,Запущен,99.0,22.0,397.0,5,4,2022-05-15,0.0,,25.0,15.9,20.0,17280
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1000,1445.1,7(ВА57-35),250.0,,85.12.13,0.0,0.0,,,1501,ЭЦН,50.0,Запущен,0.0,22.0,397.0,5,4,2022-05-15,0.0,,55.0,34.0,240.0,17280
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1000,1445.1,8(ВА57-35),250.0,,89.12.13,0.0,0.0,,,1503,ЭЦН,54.0,Запущен,0.0,22.0,397.0,5,4,2022-05-15,0.0,,0.0,0.0,0.0,17280
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1000,1445.1,9(ВА57-35),160.0,,94.12.13,0.0,0.0,,,резерв,,0.0,,0.0,22.0,397.0,5,4,2022-05-15,0.0,,0.0,0.0,0.0,17280
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1000,1445.1,10(CVS-100),63.0,,92.12.13,0.0,0.0,,,ПМ,,6.0,,0.0,22.0,397.0,5,4,2022-05-15,0.0,,0.0,0.0,0.0,17280
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1000,1445.1,11(ВА 4763),40.0,,,0.0,0.0,,,БНДР,,0.0,,0.0,22.0,397.0,5,4,2022-05-15,0.0,,0.0,0.0,0.0,17280
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1000,1445.1,12(ВА 4763),40.0,,,0.0,0.0,,,БНДР,,0.0,,0.0,22.0,397.0,5,4,2022-05-15,0.0,,0.0,0.0,0.0,17280
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1000,1445.1,13(ВА 5735),63.0,,,0.0,0.0,,,ШР,,0.0,,0.0,22.0,397.0,5,4,2022-05-15,0.0,,0.0,0.0,0.0,17280
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",1000,1445.1,0(AN-16D3-16H),1600.0,Встроен,,0.0,0.0,,,Вводной автомат,,0.0,,168.0,11.0,383.0,5,3,2023-01-03,0.0,,0.0,0.0,0.0,52/14
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",1000,1445.1,1(TS 630FTU),630.0,,,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,11.0,383.0,5,3,2023-01-03,0.0,,490.0,56.2,30.0,52/14
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",1000,1445.1,2(ВА 5541),1000.0,,2014-06-19 00:00:00,0.0,0.0,,,резерв,,0.0,,0.0,11.0,383.0,5,3,2023-01-03,0.0,,0.0,0.0,0.0,52/14
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",1000,1445.1,3(ВА 5541),1000.0,,61.10.14,0.0,0.0,,,скв.36,ЭЦН,180.0,Запущен,103.0,11.0,383.0,5,3,2023-01-03,0.0,,0.0,0.0,0.0,52/14
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",1000,1445.1,4(TS 400N),400.0,,32.6.14,0.0,0.0,,,"скв. 44""В""",ЭЦН,32.0,Запущен,65.0,11.0,383.0,5,3,2023-01-03,0.0,,0.0,0.0,0.0,52/14
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",1000,1445.1,5(TS 250N),250.0,,33.6.14,0.0,0.0,,,Резерв,,0.0,,0.0,11.0,383.0,5,3,2023-01-03,0.0,,0.0,0.0,0.0,52/14
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",1000,1445.1,6(TS 250N),250.0,,34.6.14,0.0,0.0,,,Резерв,,0.0,,0.0,11.0,383.0,5,3,2023-01-03,0.0,,0.0,0.0,0.0,52/14
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",1000,1445.1,7(TS 160N),160.0,,37.6.14,0.0,0.0,,,"ПР-0,4кВ",,0.0,,0.0,11.0,383.0,5,3,2023-01-03,0.0,,0.0,0.0,0.0,52/14
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",1000,1445.1,8(TD 100N),63.0,,40.6.14,0.0,0.0,,,БНДР,,0.0,,0.0,11.0,383.0,5,3,2023-01-03,0.0,,0.0,0.0,0.0,52/14
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",1000,1445.1,9(TD 100N),63.0,,,0.0,0.0,,,ШР,,0.0,,0.0,11.0,383.0,5,3,2023-01-03,0.0,,525.0,55.57,1.0,52/14
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19," КТПН 6/0,4кВ 25 кВА ""Вертодром""",25,36.1,0(Рубильник),250.0,,,0.0,0.0,,,Вводной автомат,,0.0,,0.0,18.0,389.0,5,3,2022-07-15,0.0,,0.0,0.0,0.0,
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19," КТПН 6/0,4кВ 25 кВА ""Вертодром""",25,36.1,1(АЕ2046),50.0,,,0.0,0.0,,,Верт. площадка,,1.0,Запущен,0.0,18.0,389.0,5,3,2022-07-15,0.0,,0.0,0.0,0.0,
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19," КТПН 6/0,4кВ 25 кВА ""Вертодром""",25,36.1,2(АП-50),25.0,,,,,,,резерв,,0.0,,0.0,18.0,389.0,5,3,2022-07-15,0.0,,0.0,0.0,0.0,
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 250кВА  Р-183",250,361.3,0(ВА57-39),128.0,,,0.0,0.0,,,Вводной автомат,,0.0,,72.0,19.0,402.0,5,4,2022-07-15,0.0,,0.0,0.0,0.0,0
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 250кВА  Р-183",250,361.3,1(ВА57-39),320.0,,,0.0,0.0,,,Скв.№183Р,ЭЦН,56.0,Запущен,72.0,19.0,402.0,5,4,2022-07-15,0.0,,45.0,22.6,30.0,0
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 250кВА  Р-183",250,361.3,2(ВА 57Ф-35),40.0,,,0.0,0.0,,,БМА,,5.0,Запущен,0.0,19.0,402.0,5,4,2022-07-15,0.0,,0.0,0.0,0.0,0
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 250кВА  Р-183",250,361.3,3(ВА 5735),250.0,,,0.0,0.0,,,резерв,,0.0,Остановлен,0.0,19.0,402.0,5,4,2022-07-15,0.0,,0.0,0.0,0.0,0
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 250кВА  Р-183",250,361.3,4(ВА51-35),160.0,,,0.0,0.0,,,резерв,,0.0,,0.0,19.0,402.0,5,4,2022-07-15,0.0,,0.0,0.0,0.0,0
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 250кВА  Р-183",250,361.3,5(ВА57-35),100.0,,,0.0,0.0,,,ШР,,0.0,,0.0,19.0,402.0,5,4,2022-07-15,0.0,,0.0,0.0,0.0,0
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",250,361.3,0(ВА51-39),400.0,,120.4.11,0.0,0.0,,,Вводной автомат,,0.0,,0.0,0.0,384.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 72/11
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",250,361.3,1(ВА57-35),100.0,,122.4.11,0.0,0.0,,,"БМА, УДХ",,10.0,Запущен,0.0,0.0,384.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 72/11
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",250,361.3,2(ВА57-35),100.0,,103.4.11,0.0,0.0,,,ГК 211,,0.0,,0.0,0.0,384.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 72/11
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",250,361.3,3(ВА57-35),250.0,,108.4.11,0.0,0.0,,,Р-211,ЭЦН,45.0,Остановлен,0.0,0.0,384.0,5,5,2022-07-06,0.0,,27.0,6.2,50.0,Н 72/11
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",250,361.3,4(ВА 57-35),250.0,,117.4.11,0.0,0.0,,,Резерв,,0.0,,0.0,0.0,384.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 72/11
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",250,361.3,5(ВА 57-35),160.0,,116.4.11,0.0,0.0,,,Резерв,,0.0,,0.0,0.0,384.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 72/11
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",250,361.3,6(ВА 5739),320.0,,118.4.11,0.0,0.0,,,Резерв,,0.0,,0.0,0.0,384.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 72/11
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",250,361.3,7(ВА 5735),160.0,,119.4.11,0.0,0.0,,,Резерв,,0.0,,0.0,0.0,384.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 72/11
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",250,361.3,8(ВА 57-35),160.0,,102.4.11,0.0,0.0,,,Резерв,,0.0,,0.0,0.0,384.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 72/11
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",250,361.3,9(ВА 57-35),200.0,,,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,0.0,384.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 72/11
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",250,361.3,10(ВА 57-35),63.0,,,0.0,0.0,,,ШР,,0.0,,0.0,0.0,384.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 72/11
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",250,361.3,11(ВА 01-01),25.0,,,0.0,0.0,,,ГК,,0.0,,0.0,0.0,384.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 72/11
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",250,361.3,0(ВА57-39),400.0,,75.6.10,0.0,0.0,,,Вводной автомат,,0.0,,0.0,0.0,379.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 106/10
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",250,361.3,1(ВА57-35),100.0,,72.6.10,0.0,0.0,,,резерв,,0.0,,0.0,0.0,379.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 106/10
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",250,361.3,2(ВА 57-35),100.0,,76.6.10,0.0,0.0,,,пост сб,,4.0,,0.0,0.0,379.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 106/10
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",250,361.3,3(ВА 57-35),250.0,,45.6.10,0.0,0.0,,,АВ №11,,0.0,,0.0,0.0,379.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 106/10
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",250,361.3,4(ВА57-35),250.0,,38.6.10,0.0,0.0,,,Резерв,,0.0,,0.0,0.0,379.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 106/10
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",250,361.3,5(ВА57-39),320.0,,44.6.10,0.0,0.0,,,215р,ЭЦН,70.0,Запущен,0.0,0.0,379.0,5,5,2022-07-06,0.0,,105.0,7.4,30.0,Н 106/10
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",250,361.3,6(ВА 57-35),160.0,,74.6.10,0.0,0.0,,,Резерв,,0.0,,0.0,0.0,379.0,5,5,2022-07-06,0.0,,0.0,0.0,0.0,Н 106/10
